report_title,report_url,pdf_filename,page_number,row_number,code_localite,localite,montant_des_credits,montant_des_depots,nombre_guichets,periode
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,30,405,BEJAAD,255574,1282696,7,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,31,13,BELFAA,114886,998799,6,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,32,615,BENAHMED,362001,1729374,8,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,33,201,BENGUERIR,819501,1861792,17,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,34,110,BENSLIMANE,1039324,2344997,15,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,35,523,BENTIB,51732,2019482,8,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,36,511,BENIANSAR,208228,1662822,7,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,37,571,BENIDRAR,43762,504282,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,38,90,BENIMELLAL,3450533,10774545,52,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,39,575,BERKANE,2407166,11094050,47,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,40,621,BERRECHID,4013843,5949873,40,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,41,286,BHALIL,19675,216090,3,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,42,11,BIOUGRA,502590,2242811,13,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,43,177,BIRJDID,180222,664714,6,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,44,55,BNIBOUAYACH,70242,1422702,5,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,45,122,BNIYAKHLEF,184491,440160,5,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,46,312,BOUARFA,219428,627578,5,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,47,527,BOUDINAR,19232,897540,3,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,48,212,BOUDNIB,83517,158283,3,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,49,481,BOUFAKRANE,119032,501868,5,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,50,325,BOUIZAKARNE,131111,629226,3,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",1,51,130,BOUJDOUR,279996,831804,6,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,1,401,BOUJNIBA,72478,371711,3,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,2,140,BOULEMANE,84638,333748,10,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,3,555,BOUMALENDADES,66718,646269,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,4,395,BOUMIA,88049,204405,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,5,791,BOUSKOURA,958307,2694595,15,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,6,121,BOUZNIKA,626080,2207812,15,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,7,108,BRADIA,53582,695865,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,8,780,CASABLANCA,720841430,430813391,1069,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,9,150,CHEFCHAOUEN,482368,1339704,10,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,10,601,CHEMAIA,162555,483898,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,11,465,CHICHAOUA,254387,711364,8,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,12,530,DAKHLA,2092529,4046743,26,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,13,792,DARBOUAZZA,497409,1402181,12,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,14,503,DARKEBDANI,21647,996692,3,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,15,94,DAROULDZIDOUH,52497,657928,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,16,20,DCHEIRAELJIHADIA,685444,2139962,13,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,17,81,DEMNATE,140529,889177,6,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,18,624,DEROUA,312782,571252,6,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,19,501,DRIOUCH,119158,3354470,10,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,20,626,ELBOROUJ,103982,1032660,5,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,21,622,ELGARA,84662,465155,5,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,22,31,ELGUERDANE,59560,365500,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,23,491,ELHAJEB,612880,1514035,14,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,24,170,ELJADIDA,9279925,15275504,78,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,25,190,ELKELAADESSRARHNA,1047057,4472266,23,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,26,556,ELKELAAMGOUNA,97891,1116116,5,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,27,96,ELKSIBA,153402,593415,6,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,28,587,EL-AIOUN,137890,1309057,6,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,29,218,ERFOUD,167786,1003819,5,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,30,210,ERRACHIDIA,1021349,3144414,24,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,31,240,ESSAOUIRA,1032344,3883147,22,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,32,260,ES-SEMARA,340681,571970,5,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,33,270,FES,20165793,44464613,239,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,34,310,FIGUIG,41486,585104,5,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,35,101,FKIHBENSALAH,942089,7376025,22,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,36,726,FNIDEQ,318186,1846450,10,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,37,671,GHAFSAI,97434,325137,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,38,223,GOULMIMA,66183,514782,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,39,320,GUELMIM,936719,3523219,19,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,40,703,GUERCIF,782164,3759803,16,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,41,508,HADBNICHIKER,19754,554790,3,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,42,333,HADKOURT,92883,128375,3,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,43,632,HADSOUALEM,304574,541055,5,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,44,826,HARHOURA,519543,1820928,7,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,45,761,IFNI,113846,777228,6,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,46,420,IFRANE,355697,807520,9,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,47,471,IMI-N-TANOUTE,141569,774390,6,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,48,288,IMOUZZER-KANDAR,169882,382913,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,49,57,IMZOUREN,159496,2654638,10,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,50,21,INEZGANE,1291116,4969128,23,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",2,51,59,ISSAGUEN,30923,265102,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,1,596,JEMAA-SHAIM,99476,284978,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,2,582,JERADA,215805,862667,7,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,3,222,JORF,10543,150153,3,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,4,851,JORFELMELHA,162085,548080,5,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,5,665,KARIABAMOHAMED,301805,593377,6,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,6,520,KARIATAREKMANE,27580,683838,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,7,104,KASBATADLA,425629,1700758,11,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,8,330,KENITRA,12420812,22833407,117,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,9,360,KHEMISSET,1272389,4349630,27,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,10,380,KHENIFRA,1027694,2819335,24,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,11,335,KHNICHET,60402,276551,3,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,12,400,KHOURIBGA,2344063,12698876,51,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,13,731,KSARELKEBIR,909933,3631045,16,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,14,647,KSARSEGHIR,64923,294502,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,15,182,LAAOUNATE,62248,176958,3,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,16,194,LAATTAOUIA,184732,1131067,6,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,17,430,LAAYOUNE,9283760,7930794,52,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,18,356,LALLAMIMOUNA,94720,569335,3,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,19,735,LARACHE,2934228,7252948,25,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,20,187,LOUALIDIA,86299,371365,4,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,21,453,LOUDAYA,51319,208180,3,07-2025
"Répartition par localités, des guichets, des dépôts et des crédits 07-2025","https://www.bkam.ma/content/download/835649/9082774/Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 07 2025.pdf",3,22,620,LOULAD,32500,448826,4,07-2025
